OBJECTID,URN,SCHOOL_NAM,TYPE,PHASE,ADDRESS,TOWN,POSTCODE,STATUS,GENDER,EASTING,NORTHING,WARD_NAME,LSOA_NAME,LA_NAME,WEBLINK,AGE,map_icon,NEW_URN,OLD_URN,map_icon_l,Primary,x,y
115,100508,Glendower Preparatory School,Other Independent School,Not applicable,86/87 Queen's Gate,London,SW7 5JX,Open,Girls,526502,178797,Courtfield,Kensington and Chelsea 016C,Kensington and Chelsea, ,11-Apr, , , ,2,1,-0.179168,51.4939995
116,100509,Kensington Prep School,Other Independent School,Not applicable,596 Fulham Road,London,SW6 5PA,Open,Girls,524946,176910,Town,Hammersmith and Fulham 021D,Hammersmith and Fulham, ,11-Apr, , , ,2,1,-0.202237,51.4774017
117,100510,Norland Place School,Other Independent School,Not applicable,162-166 Holland Park Avenue,London,W11 4UH,Open,Mixed,524211,180097,Norland,Kensington and Chelsea 007C,Kensington and Chelsea, ,11-Apr, , , ,2,1,-0.211695,51.5061989
118,100511,Queen's Gate School,Other Independent School,Not applicable,133 Queen's Gate,London,SW7 5LE,Open,Girls,526555,178883,Brompton,Kensington and Chelsea 016A,Kensington and Chelsea, ,18-Mar, , , ,2,1,-0.178374,51.4947014
119,100511,Queen's Gate School,Other Independent School,Not applicable,133 Queen's Gate,London,SW7 5LE,Open,Girls,526555,178883,Brompton,Kensington and Chelsea 016A,Kensington and Chelsea, ,18-Mar, , , ,2,0,-0.178374,51.4947014
120,100513,Bassett House School,Other Independent School,Not applicable,60 Bassett Road,London,W10 6JP,Open,Mixed,523767,181435,St. Charles,Kensington and Chelsea 003E,Kensington and Chelsea,www.bassetths.org.uk,11-Mar, , , ,2,1,-0.21762,51.5182991
121,100514,Sussex House School,Other Independent School,Not applicable,68 Cadogan Square,London,SW1X 0EA,Open,Boys,527728,178892,Hans Town,Kensington and Chelsea 012C,Kensington and Chelsea, ,13-Aug, , , ,2,1,-0.161483,51.4945984
122,100514,Sussex House School,Other Independent School,Not applicable,68 Cadogan Square,London,SW1X 0EA,Open,Boys,527728,178892,Hans Town,Kensington and Chelsea 012C,Kensington and Chelsea, ,13-Aug, , , ,2,0,-0.161483,51.4945984
123,100516,St Philip's School,Other Independent School,Not applicable,6 Wetherby Place,London,SW7 4NE,Open,Boys,526259,178659,Courtfield,Kensington and Chelsea 016D,Kensington and Chelsea, ,13-Jul, , , ,2,1,-0.182716,51.4928017
124,100516,St Philip's School,Other Independent School,Not applicable,6 Wetherby Place,London,SW7 4NE,Open,Boys,526259,178659,Courtfield,Kensington and Chelsea 016D,Kensington and Chelsea, ,13-Jul, , , ,2,0,-0.182716,51.4928017
125,100518,Hill House School,Other Independent School,Not applicable,Hans Place,London,SW1X 0EP,Open,Mixed,527797,179194,Brompton,Kensington and Chelsea 012A,Kensington and Chelsea, ,13-Apr, , , ,2,1,-0.160381,51.4972992
126,100518,Hill House School,Other Independent School,Not applicable,Hans Place,London,SW1X 0EP,Open,Mixed,527797,179194,Brompton,Kensington and Chelsea 012A,Kensington and Chelsea, ,13-Apr, , , ,2,0,-0.160381,51.4972992
127,100519,Wetherby School,Other Independent School,Not applicable,11 Pembridge Square,London,W2 4ED,Open,Boys,525308,180690,Pembridge,Kensington and Chelsea 006D,Kensington and Chelsea,www.wetherbyschool.co.uk,8-Mar, , , ,2,1,-0.195687,51.5112991
128,100520,Falkner House,Other Independent School,Not applicable,19 Brechin Place,London,SW7 4QB,Open,Girls,526362,178482,Courtfield,Kensington and Chelsea 016E,Kensington and Chelsea, ,11-Feb, , , ,2,1,-0.181297,51.4911995
129,100521,More House School,Other Independent School,Not applicable,22-24 Pont Street,London,SW1X 0AA,Open,Girls,527841,179203,Brompton,Kensington and Chelsea 012A,Kensington and Chelsea,www.morehouse.org.uk,18-Nov, , , ,2,0,-0.159744,51.4972992
130,100522,Garden House School,Other Independent School,Not applicable,Turks Row,London,SW3 4TW,Open,Mixed,527991,178367,Royal Hospital,Kensington and Chelsea 018D,Kensington and Chelsea,gardenhouseschool.co.uk,11-Mar, , , ,2,1,-0.157887,51.4897995
131,100523,The Falcons School for Boys,Other Independent School,Not applicable,2 Burnaby Gardens,London,W4 3DT,Open,Boys,519997,177937,Chiswick Riverside,Hounslow 008A,Hounslow, ,13-Mar, , , ,2,1,-0.273117,51.4877014
132,100523,The Falcons School for Boys,Other Independent School,Not applicable,2 Burnaby Gardens,London,W4 3DT,Open,Boys,519997,177937,Chiswick Riverside,Hounslow 008A,Hounslow, ,13-Mar, , , ,2,0,-0.273117,51.4877014
133,100524,Eaton House The Vale school,Other Independent School,Not applicable,2 Elvaston Place,London,SW7 5QH,Open,Mixed,526225,179237,Queen's Gate,Kensington and Chelsea 010E,Kensington and Chelsea, ,11-Feb, , , ,2,1,-0.182999,51.4980011
134,100526,Duff Miller College,Other Independent School,Not applicable,59 Queen's Gate,London,SW7 5JP,Open,Mixed,526459,179022,Queen's Gate,Kensington and Chelsea 010E,Kensington and Chelsea,www.duffmiller.com,13 - 20, , , ,2,0,-0.179707,51.4959984
135,100527,St James Senior Girls' School,Other Independent School,Not applicable,Earsby Street,London,W14 8SH,Open,Girls,524403,178848,Avonmore and Brook Green,Hammersmith and Fulham 012A,Hammersmith and Fulham,www.stjamesschools.co.uk,18-Oct, , , ,2,1,-0.20937,51.4948997
136,100527,St James Senior Girls' School,Other Independent School,Not applicable,Earsby Street,London,W14 8SH,Open,Girls,524403,178848,Avonmore and Brook Green,Hammersmith and Fulham 012A,Hammersmith and Fulham,www.stjamesschools.co.uk,18-Oct, , , ,2,0,-0.20937,51.4948997
137,100528,St James Senior Boys' School,Other Independent School,Not applicable,Church Road,Ashford,TW15 3DZ,Open,Boys,506562,172173,Ashford North and Stanwell South,Spelthorne 003A,Spelthorne, ,19-Oct, , , ,2,1,-0.468274,51.4384995
138,100528,St James Senior Boys' School,Other Independent School,Not applicable,Church Road,Ashford,TW15 3DZ,Open,Boys,506562,172173,Ashford North and Stanwell South,Spelthorne 003A,Spelthorne, ,19-Oct, , , ,2,0,-0.468274,51.4384995
139,100529,DLD College London,Other Independent School,Not applicable,199 Westminster Bridge Road,London,SE1 7RW,Open,Mixed,530860,179614,Bishop's,Lambeth 036A,Lambeth, ,14 - 19, , , ,2,0,-0.116125,51.5003014
140,100530,Thomas's Battersea,Other Independent School,Not applicable,28-40 Battersea High Street,London,SW11 3JB,Open,Mixed,526893,176621,St. Mary's Park,Wandsworth 004D,Wandsworth, ,12-May, , , ,2,1,-0.17432,51.4743004
141,100530,Thomas's Battersea,Other Independent School,Not applicable,28-40 Battersea High Street,London,SW11 3JB,Open,Mixed,526893,176621,St. Mary's Park,Wandsworth 004D,Wandsworth, ,12-May, , , ,2,0,-0.17432,51.4743004
142,100531,Pembridge Hall School,Other Independent School,Not applicable,18 Pembridge Square,London,W2 4EH,Open,Girls,525458,180723,Pembridge,Kensington and Chelsea 006D,Kensington and Chelsea,www.pembridgehall.co.uk,11-Apr, , , ,2,1,-0.193515,51.5115013
143,100532,Instituto Espanol Canada Blanch,Other Independent School,Not applicable,317 Portobello Road,London,W10 5SZ,Open,Mixed,524369,181680,Golborne,Kensington and Chelsea 001D,Kensington and Chelsea,http://www.mepsyd.es/exterior/centros/canadablanch/es/home/index.shtml,19-May, , , ,2,1,-0.208862,51.520401
144,100532,Instituto Espanol Canada Blanch,Other Independent School,Not applicable,317 Portobello Road,London,W10 5SZ,Open,Mixed,524369,181680,Golborne,Kensington and Chelsea 001D,Kensington and Chelsea,http://www.mepsyd.es/exterior/centros/canadablanch/es/home/index.shtml,19-May, , , ,2,0,-0.208862,51.520401
145,100533,Knightsbridge School,Other Independent School,Not applicable,67 Pont Street,London,SW1X 0BD,Open,Mixed,527623,179103,Hans Town,Kensington and Chelsea 012E,Kensington and Chelsea, ,13-Feb, , , ,2,1,-0.162919,51.4964981
146,100533,Knightsbridge School,Other Independent School,Not applicable,67 Pont Street,London,SW1X 0BD,Open,Mixed,527623,179103,Hans Town,Kensington and Chelsea 012E,Kensington and Chelsea, ,13-Feb, , , ,2,0,-0.162919,51.4964981
147,100534,Thomas's Kensington,Other Independent School,Not applicable,17-19 Cottesmore Gardens,London,W8 5PR,Open,Mixed,525872,179320,Queen's Gate,Kensington and Chelsea 010C,Kensington and Chelsea, ,11-May, , , ,2,1,-0.188052,51.4987984
148,100536,Lansdowne College,Other Independent School,Not applicable,40-44 Bark Place,London,W2 4AT,Open,Mixed,525723,180696,Lancaster Gate,Westminster 017B,Westminster,http://www.lansdownecollege.com,14 - 19, , , ,2,0,-0.189707,51.5112
149,100537,Ashbourne Independent School,Other Independent School,Not applicable,17 Old Court Place,London,W8 4PL,Open,Mixed,525763,179751,Campden,Kensington and Chelsea 008C,Kensington and Chelsea, ,13 - 21, , , ,2,0,-0.189468,51.5027008
150,100538,Cameron House School,Other Independent School,Not applicable,4 the Vale,London,SW3 6AH,Open,Mixed,526802,177872,Stanley,Kensington and Chelsea 019D,Kensington and Chelsea, ,11-Apr, , , ,2,1,-0.175181,51.4855995
151,100539,Collingham,Other Independent School,Not applicable,23 Collingham Gardens,London,SW5 0HL,Open,Mixed,525866,178591,Courtfield,Kensington and Chelsea 013B,Kensington and Chelsea, ,14 - 19, , , ,2,0,-0.188398,51.4922981
152,100540,Mander Portman Woodward School,Other Independent School,Not applicable,90-92 Queen's Gate,London,SW7 5AB,Open,Mixed,526502,178737,Courtfield,Kensington and Chelsea 016C,Kensington and Chelsea,www.mpw.co.uk,14 - 20, , , ,2,0,-0.17919,51.4934006
153,100541,Portland Place School,Other Independent School,Not applicable,56-58 Portland Place,London,W1B 1NJ,Open,Mixed,528802,181843,Marylebone High Street,Westminster 011A,Westminster,http://www.portland-place.co.uk/,18-Sep, , , ,2,1,-0.144944,51.5208015
154,100541,Portland Place School,Other Independent School,Not applicable,56-58 Portland Place,London,W1B 1NJ,Open,Mixed,528802,181843,Marylebone High Street,Westminster 011A,Westminster,http://www.portland-place.co.uk/,18-Sep, , , ,2,0,-0.144944,51.5208015
155,100542,Southbank International School,Other Independent School,Not applicable,36-38 Kensington Park Road,London,W11 3BU,Open,Mixed,525102,180625,Pembridge,Kensington and Chelsea 006B,Kensington and Chelsea,www.southbank.org,19-Mar, , , ,2,1,-0.198677,51.5107002
156,100542,Southbank International School,Other Independent School,Not applicable,36-38 Kensington Park Road,London,W11 3BU,Open,Mixed,525102,180625,Pembridge,Kensington and Chelsea 006B,Kensington and Chelsea,www.southbank.org,19-Mar, , , ,2,0,-0.198677,51.5107002
157,100543,St Nicholas Preparatory School,Other Independent School,Not applicable,23 Princes Gate,London,SW7 1PT,Open,Mixed,526885,179631,Knightsbridge and Belgravia,Westminster 019F,Westminster,www.stnicholasprep.co.uk,11-Mar, , , ,2,1,-0.173355,51.5014
158,100544,David Game College,Other Independent School,Not applicable,69 Notting Hill Gate,London,W11 3JS,Open,Mixed,525255,180419,Campden,Kensington and Chelsea 008D,Kensington and Chelsea,www.davidgamecollege.com,14 - 21, , , ,2,0,-0.196546,51.5088005
159,100545,La Petite Ecole Francaise,Other Independent School,Not applicable, ,LONDON,W10 6EJ,Open,Mixed,523810,181595,St. Charles,Kensington and Chelsea 002B,Kensington and Chelsea, ,11-Mar, , , ,2,1,-0.216944,51.5196991
160,100547,Lycee Francais Charles de Gaulle,Other Independent School,Not applicable,35 Cromwell Road,London,SW7 2DG,Open,Mixed,526663,178950,Brompton,Kensington and Chelsea 016A,Kensington and Chelsea, ,19-Mar, , , ,2,1,-0.176796,51.4953003
161,100547,Lycee Francais Charles de Gaulle,Other Independent School,Not applicable,35 Cromwell Road,London,SW7 2DG,Open,Mixed,526663,178950,Brompton,Kensington and Chelsea 016A,Kensington and Chelsea, ,19-Mar, , , ,2,0,-0.176796,51.4953003
162,100644,Oakfield Preparatory School,Other Independent School,Not applicable,125-128 Thurlow Park Road,London,SE21 8HP,Open,Mixed,532627,173038,Thurlow Park,Lambeth 025B,Lambeth, ,11-Feb, , , ,2,1,-0.0931492,51.4407997
163,100645,Rosemead Preparatory School,Other Independent School,Not applicable,70 Thurlow Park Road,London,SE21 8HZ,Open,Mixed,532233,172849,Thurlow Park,Lambeth 028D,Lambeth, ,11-Mar, , , ,2,1,-0.0988853,51.4392014
164,100648,Streatham and Clapham High School,Other Independent School,Not applicable,42 Abbotswood Road,London,SW16 1AW,Open,Girls,529515,172342,St. Leonard's,Lambeth 029A,Lambeth,www.schs.gdst.net,18-Mar, , , ,2,1,-0.138154,51.4352989
165,100648,Streatham and Clapham High School,Other Independent School,Not applicable,42 Abbotswood Road,London,SW16 1AW,Open,Girls,529515,172342,St. Leonard's,Lambeth 029A,Lambeth,www.schs.gdst.net,18-Mar, , , ,2,0,-0.138154,51.4352989
166,100651,The White House Preparatory School & Woodentops Kindergarten,Other Independent School,Not applicable,24 Thornton Road,London,SW12 0LF,Open,Mixed,529668,173481,Thornton,Lambeth 023F,Lambeth,www.whitehouseschool.com,11-Mar, , , ,2,1,-0.135537,51.4454994
167,100754,St Dunstan's College,Other Independent School,Not applicable,Stanstead Road,LONDON,SE6 4TY,Open,Mixed,537093,173490,Rushey Green,Lewisham 020A,Lewisham,www.stdunstans.org.uk,18-Mar, , , ,2,1,-0.0287571,51.4438019
168,100754,St Dunstan's College,Other Independent School,Not applicable,Stanstead Road,LONDON,SE6 4TY,Open,Mixed,537093,173490,Rushey Green,Lewisham 020A,Lewisham,www.stdunstans.org.uk,18-Mar, , , ,2,0,-0.0287571,51.4438019
169,100756,Blackheath High School,Other Independent School,Not applicable,27 Vanbrugh Park,London,SE3 7AG,Open,Girls,540084,177322,Blackheath Westcombe,Greenwich 021A,Greenwich, ,18-Mar, , , ,2,1,0.0157691,51.4775009
170,100756,Blackheath High School,Other Independent School,Not applicable,27 Vanbrugh Park,London,SE3 7AG,Open,Girls,540084,177322,Blackheath Westcombe,Greenwich 021A,Greenwich, ,18-Mar, , , ,2,0,0.0157691,51.4775009
171,100757,Sydenham High School GDST,Other Independent School,Not applicable,19 Westwood Hill,London,SE26 6BL,Open,Girls,534676,171482,Sydenham,Lewisham 033D,Lewisham, ,18-Apr, , , ,2,1,-0.064277,51.4263992
172,100757,Sydenham High School GDST,Other Independent School,Not applicable,19 Westwood Hill,London,SE26 6BL,Open,Girls,534676,171482,Sydenham,Lewisham 033D,Lewisham, ,18-Apr, , , ,2,0,-0.064277,51.4263992
173,100861,Dulwich College,Other Independent School,Not applicable,Dulwich Common,London,SE21 7LD,Open,Mixed,533191,172993,College,Southwark 033E,Southwark,www.dulwich.org.uk,19-Feb, , , ,2,1,-0.085056,51.4403
174,100861,Dulwich College,Other Independent School,Not applicable,Dulwich Common,London,SE21 7LD,Open,Mixed,533191,172993,College,Southwark 033E,Southwark,www.dulwich.org.uk,19-Feb, , , ,2,0,-0.085056,51.4403
175,100862,Dulwich Prep London,Other Independent School,Not applicable,42 Alleyn Park,London,SE21 7AA,Open,Boys,533196,172317,College,Southwark 033B,Southwark, ,14-Feb, , , ,2,1,-0.0852382,51.4342003
176,100862,Dulwich Prep London,Other Independent School,Not applicable,42 Alleyn Park,London,SE21 7AA,Open,Boys,533196,172317,College,Southwark 033B,Southwark, ,14-Feb, , , ,2,0,-0.0852382,51.4342003
177,100863,James Allen's Girls' School,Other Independent School,Not applicable,East Dulwich Grove,London,SE22 8TE,Open,Girls,533103,174616,Village,Southwark 031B,Southwark, ,18-Apr, , , ,2,1,-0.0857115,51.4548988
178,100863,James Allen's Girls' School,Other Independent School,Not applicable,East Dulwich Grove,London,SE22 8TE,Open,Girls,533103,174616,Village,Southwark 031B,Southwark, ,18-Apr, , , ,2,0,-0.0857115,51.4548988
179,100864,Alleyn's School,Other Independent School,Not applicable,Townley Road,London,SE22 8SU,Open,Mixed,533359,174611,Village,Southwark 030E,Southwark, ,18-Apr, , , ,2,1,-0.0820311,51.4547997
180,100864,Alleyn's School,Other Independent School,Not applicable,Townley Road,London,SE22 8SU,Open,Mixed,533359,174611,Village,Southwark 030E,Southwark, ,18-Apr, , , ,2,0,-0.0820311,51.4547997
181,100866,Herne Hill School,Other Independent School,Not applicable,127 Herne Hill,London,SE24 9LY,Open,Mixed,532186,174572,Village,Southwark 031D,Southwark, ,7-Feb, , , ,2,1,-0.0989181,51.4547005
182,100980,Gatehouse School,Other Independent School,Not applicable,Sewardstone Road,London,E2 9JG,Open,Mixed,535583,183278,Bethnal Green North,Tower Hamlets 002D,Tower Hamlets,www.gatehouseschool.co.uk,11-Mar, , , ,2,1,-0.0467156,51.5321007
183,100982,Madani Secondary Girls' School,Other Independent School,Not applicable,Myrdle Street,London,E1 1HL,Open,Girls,534514,181414,Whitechapel,Tower Hamlets 021C,Tower Hamlets, ,18-Nov, , , ,2,0,-0.0628288,51.5157013
184,101064,Ibstock Place School,Other Independent School,Not applicable,Clarence Lane,London,SW15 5PY,Open,Mixed,521520,174288,Roehampton and Putney Heath,Wandsworth 013D,Wandsworth, ,18-Apr, , , ,2,1,-0.252446,51.4546013
185,101064,Ibstock Place School,Other Independent School,Not applicable,Clarence Lane,London,SW15 5PY,Open,Mixed,521520,174288,Roehampton and Putney Heath,Wandsworth 013D,Wandsworth, ,18-Apr, , , ,2,0,-0.252446,51.4546013
186,101065,Merlin School,Other Independent School,Not applicable,4 Carlton Drive,London,SW15 2BZ,Open,Mixed,524005,174649,East Putney,Wandsworth 014A,Wandsworth, ,8-Apr, , , ,2,1,-0.216573,51.4572983
187,101067,Hurlingham School,Other Independent School,Not applicable,122 Putney Bridge Road,London,SW15 2NQ,Open,Mixed,524512,175308,Thamesfield,Wandsworth 010C,Wandsworth, ,11-Apr, , , ,2,1,-0.209047,51.4631004
188,101069,Willington School,Other Independent School,Not applicable,Worcester Road,London,SW19 7QQ,Open,Boys,524889,171025,Hillside,Merton 003A,Merton,www.willingtonschool.co.uk,13-Apr, , , ,2,1,-0.205133,51.4244995
189,101069,Willington School,Other Independent School,Not applicable,Worcester Road,London,SW19 7QQ,Open,Boys,524889,171025,Hillside,Merton 003A,Merton,www.willingtonschool.co.uk,13-Apr, , , ,2,0,-0.205133,51.4244995
190,101071,Emanuel School,Other Independent School,Not applicable,Battersea Rise,London,SW11 1HS,Open,Mixed,527042,174633,Wandsworth Common,Wandsworth 019D,Wandsworth, ,19-Oct, , , ,2,1,-0.17289,51.4564018
191,101071,Emanuel School,Other Independent School,Not applicable,Battersea Rise,London,SW11 1HS,Open,Mixed,527042,174633,Wandsworth Common,Wandsworth 019D,Wandsworth, ,19-Oct, , , ,2,0,-0.17289,51.4564018
192,101072,Putney High School,Other Independent School,Not applicable,35 Putney Hill,London,SW15 6BH,Open,Girls,523900,174602,East Putney,Wandsworth 014A,Wandsworth, ,18-Apr, , , ,2,1,-0.2181,51.4569016
193,101072,Putney High School,Other Independent School,Not applicable,35 Putney Hill,London,SW15 6BH,Open,Girls,523900,174602,East Putney,Wandsworth 014A,Wandsworth, ,18-Apr, , , ,2,0,-0.2181,51.4569016
194,101073,London Steiner School,Other Independent School,Not applicable,9 Weir Road,London,SW12 0LT,Open,Mixed,529103,173535,Thornton,Lambeth 023C,Lambeth,www.waldorflondon.co.uk,14-Mar, , , ,2,1,-0.143643,51.4460983
195,101073,London Steiner School,Other Independent School,Not applicable,9 Weir Road,London,SW12 0LT,Open,Mixed,529103,173535,Thornton,Lambeth 023C,Lambeth,www.waldorflondon.co.uk,14-Mar, , , ,2,0,-0.143643,51.4460983
196,101074,Broomwood Hall School,Other Independent School,Not applicable,68-74 Nightingale Lane,London,SW12 8NR,Open,Mixed,528034,173974,Balham,Wandsworth 017C,Wandsworth, ,13-Apr, , , ,2,1,-0.158858,51.4502983
